259.10294334,43.19681822,19.5119361877,19.2962970734,20.4191131592,69021466640.0
259.06683679,43.19021725,17.2145366669,16.7011108398,18.6315059662,68987912208.0
259.10562707,43.18104877,21.3752670288,20.9907226562,23.4236297607,68988043280.0
259.11402888,43.18665963,19.629327774,19.3980236053,20.4377250671,69021597712.0
259.11975142,43.18066233,19.8024482727,19.5539131165,20.5630683899,68988043280.0
259.11858489,43.17531436,20.6835308075,20.3123188019,21.5208625793,68988043280.0
259.07568569,43.194004,18.2467212677,17.997467041,19.1462020874,7.20576630258e+16
259.11383113,43.14782689,20.3687381744,20.0885314941,21.1518821716,69021597712.0
259.09868202,43.1369981,15.1105098724,15.3217420578,16.329208374,1.58400809931e+14
259.11308139,43.18520066,21.5561580658,21.1394004822,22.8387641907,7.0437732221e+13
259.11466897,43.15916208,18.2582511902,18.0322322845,19.1739444733,7.20576630595e+16
259.12522452,43.16051164,19.6075630188,19.382484436,20.4199943542,69021598224.0
259.11763381,43.16405342,20.076133728,19.728685379,21.0240974426,68988043280.0
259.11475013,43.16122617,21.64494133,21.0608978271,22.7223014832,7.04377322209e+13
259.08578833,43.19015465,20.575170517,20.2135868073,21.419002533,68987912208.0
259.08829726,43.1898761,20.9776592255,20.4813804626,22.3936901093,7.04398795743e+13
259.12384628,43.15251241,18.0759124756,17.8163471222,18.9502468109,71135395856.0
259.12604846,43.15326128,20.2774066925,19.9923191071,21.0398159027,69021466640.0
259.08524546,43.16321975,20.7721290588,20.3815231323,21.7912769318,68987912208.0
259.07749968,43.15753931,19.9904060364,19.7053985596,20.7861309052,7.20576630258e+16
259.12483163,43.17150719,20.4192180634,20.1317863464,21.4040050507,68987912208.0
259.09550855,43.16133449,19.6830024719,19.4281253815,20.5969142914,68987912208.0
259.09597856,43.16043455,20.1409835815,19.8852176666,21.0236644745,69021466640.0
259.12913639,43.15458443,22.3146152496,21.7966976166,23.516254425,7.04720918286e+13
259.13473868,43.16122606,21.1941566467,20.806848526,22.3052368164,7.04377320899e+13
259.12630839,43.15427597,22.4625778198,21.9916152954,23.162311554,7.03690461679e+13
259.1332504,43.15651872,20.1673355103,19.9463214874,21.1007976532,68988047376.0
259.07567024,43.14142752,20.5516262054,20.2994098663,21.5936126709,68987912192.0
259.13638767,43.15674967,19.6541461945,19.4286975861,20.5463485718,71168950288.0
259.09890457,43.14431497,21.323589325,20.9743728638,22.9213924408,68988043280.0
259.12091258,43.16199196,15.5694484711,15.8063821793,16.6206474304,7.25765659761e+16
259.12214813,43.15669194,19.9037322998,19.634059906,20.6766395569,69021597712.0
259.09316987,43.14426699,19.4744377136,18.9884662628,20.9130630493,69021601808.0
259.11556293,43.14834663,16.8450202942,16.4726829529,17.9235439301,1.76633215754e+13
259.09973582,43.13456046,21.7261562347,21.1643390656,23.4544048309,7.04377322212e+13
259.10184592,43.19565325,16.5032558441,16.0383682251,17.626657486,7.20576651733e+16
259.08074828,43.17519817,18.1589450836,17.783285141,19.3032989502,7.20576630258e+16
259.10248027,43.20594828,20.1549854279,19.8607902527,20.9244022369,68987912720.0
259.09680317,43.15851462,22.1378173828,21.6232757568,25.462430954,68987912464.0
259.08129549,43.15791054,20.6872692108,20.3067760468,21.5136547089,68987912208.0
259.09654528,43.16088836,20.8330612183,20.5436115265,21.6065368652,7.04398795735e+13
259.06118873,43.18574923,19.5313510895,19.2337760925,20.5878200531,68988047376.0
259.06161328,43.18472272,20.165725708,19.8769207001,20.9999408722,69021466640.0
259.09042744,43.19415061,21.0921077728,20.6524600983,22.3173885345,68987912208.0
259.08960054,43.1797668,20.8926963806,20.5084629059,22.1471595764,68987912448.0
259.10232664,43.20987193,16.9998817444,16.5328865051,18.4851894379,7.2075255212e+16
259.12147394,43.18668238,19.7218914032,19.4509487152,20.6772155762,68987912208.0
259.11194383,43.16900705,19.2195301056,19.0514621735,20.0835113525,68987912208.0
259.09088168,43.20784486,18.9698963165,18.7932529449,19.9208850861,68987912208.0
259.10088767,43.16143923,21.0246715546,20.6704120636,22.4925346375,68987912192.0
259.13042296,43.16181579,20.3919067383,20.211309433,21.1481189728,71135395856.0
259.13011886,43.16302764,22.7488269806,22.2385292053,24.6927852631,68987912464.0
259.13070785,43.14586878,21.4930553436,21.0477657318,22.7796516418,7.04377320899e+13
259.10166577,43.15062977,19.8798713684,19.6159744263,20.8078155518,7.20576630258e+16
259.09834031,43.20893359,20.1386852264,19.8485679626,21.0557155609,68987912192.0
259.08250535,43.19782626,20.2566432953,20.0070228577,21.086473465,68987912208.0
259.08062479,43.19743074,20.4134693146,20.0406703949,21.1225299835,69021466640.0
259.13094222,43.15669311,20.05443573,19.830739975,20.7855243683,69021466640.0
259.08112956,43.18719042,20.4651470184,20.1193218231,21.4033718109,7.20576630258e+16
259.06938293,43.17987315,20.1910324097,19.9079360962,21.0820465088,69055021128.0
259.07852527,43.13794798,20.5787811279,20.286939621,21.5249118805,68987912208.0
259.11245796,43.14493027,20.3069534302,20.0833511353,21.0554790497,68987912704.0
259.12162225,43.14331375,21.5574932098,21.1319885254,22.4766387939,2416050192.0
259.13806736,43.14729256,20.3968601227,20.0891342163,21.3653964996,7.20578284492e+16
259.08384597,43.16385635,19.7809772491,19.4801044464,20.6157035828,68987912720.0
259.12998983,43.14422628,20.3261890411,20.0360240936,21.2411956787,71135396368.0
259.11554055,43.14069048,22.4304733276,22.0843353271,24.1219825745,7.04377656446e+13
259.12543125,43.14010263,19.5562515259,19.3560504913,20.3874435425,1.76633215714e+13
259.13101681,43.13980209,20.4658164978,20.0401058197,21.8128013611,69021466640.0
