# l,b,dered_u,dered_g,dered_r,dered_i,dered_z
331.094073069453,80.321898631044,16.88758,15.7771,15.39175,15.26303,15.23137
331.091518188431,80.3203201542392,21.50208,20.63684,20.30364,20.21961,20.0892
331.236381326933,80.3547124238289,16.10543,14.868,14.45465,14.31325,14.28518
331.226220542897,80.3517087957009,22.07942,25.47156,25.18332,24.19025,21.92174
331.641585756461,80.4340840475037,16.63651,15.16389,14.65747,14.49753,14.44245
331.243498119825,80.2994486722384,17.39858,16.42271,16.05289,15.91837,15.86689
331.382789337524,80.3994575576445,21.517,20.80452,20.45482,20.26077,20.31178
331.703497432008,80.4513376938263,22.11757,25.16543,24.88821,24.38715,22.78695
331.284767768098,80.3287570387003,20.85887,19.93674,19.73355,19.59385,19.65798
331.317807261716,80.3351585709306,22.10847,25.71749,25.41923,25.13723,22.94797
331.4996927247,80.476142725761,23.34502,22.58769,22.66944,22.75132,22.40963
331.357724778311,80.4310378796799,23.14238,22.48602,22.22855,21.86143,21.94829
331.116856066558,80.3397386524218,24.60268,22.36175,21.91723,21.65867,21.03753
331.661756214504,80.4646830830488,23.95757,22.04852,21.65716,21.62411,22.42147
331.499458758124,80.4115633471795,22.38276,21.88191,21.91088,22.00107,21.57861
331.23770928608,80.337940947296,22.49171,22.30867,22.49985,22.34437,22.06475
331.385715378864,80.3747165941893,22.3625,21.96955,21.59809,21.56021,21.65467
331.197130164654,80.3117843062149,23.29073,23.25752,22.92202,23.07607,23.49861
331.270919361861,80.3298222775598,22.74306,21.66595,21.33451,21.15776,21.61188
331.429521675217,80.3725867184134,23.36527,22.97773,22.81701,22.61457,21.55515
331.323213155297,80.3390266127928,23.90263,22.84913,22.34256,21.85815,22.90481
331.407695139211,80.4046767870068,24.66113,24.90892,24.3449,22.69848,22.88368
331.742164748638,80.4715902125878,23.07042,23.16743,22.89832,24.13246,22.65814
331.446338568061,80.4009017733046,24.97792,25.08851,24.85422,22.30517,23.39441
331.380797557305,80.437870759999,24.87815,24.07672,24.083,23.81539,20.81151
330.600091868949,80.1577679322053,16.85382,15.7217,15.33073,15.2029,15.15505
330.988473189482,80.2617125780226,18.11713,16.95337,17.17088,17.35952,17.43666
330.623158757747,80.1846135812426,20.22186,19.13402,18.64783,18.45674,18.33768
330.562997736633,80.1479991209574,19.90714,18.61446,18.21725,18.07406,17.97091
331.099221268667,80.2917722314702,20.04614,18.55639,17.96433,17.72491,17.62004
330.895431315502,80.2796416348032,22.07387,25.1056,24.77309,24.92183,22.99794
330.973834929057,80.3013976889599,21.73857,20.72249,20.37045,20.19902,20.11111
330.965579499524,80.2783362728874,22.06611,25.34849,25.2161,24.36151,22.10269
330.781727545437,80.2090896476495,20.23433,19.96187,19.9416,19.71347,19.598
330.647851070118,80.155615896867,21.96102,21.05992,20.74726,20.56895,20.38822
331.014168627644,80.2467968272786,21.82036,24.02977,23.5015,23.59329,22.20246
330.584528880533,80.1209267172318,20.43074,20.09177,20.05055,19.94604,19.9838
330.660075846511,80.1384720399214,21.68251,20.74028,20.47989,20.50296,20.66817
330.70077653687,80.1148202598122,21.11163,19.96219,19.5468,19.45701,19.38643
330.824879169102,80.1485710497061,21.96218,25.31203,25.13009,24.05955,22.21772
331.024626392426,80.2965890863172,22.44302,21.83603,21.47555,21.31678,21.04443
330.663130369881,80.1922644277153,23.3075,22.90799,22.77269,22.56724,22.05399
331.067620650758,80.2879226339713,22.58014,22.6239,22.50055,22.28676,22.37225
330.686475747476,80.1752766038648,23.30775,22.50778,22.26958,22.25505,21.61912
330.777100725714,80.1993792283233,22.20093,21.02384,20.48245,20.32203,20.17664
330.877478732118,80.226797518327,22.32884,21.26587,20.80467,20.66127,20.82575
330.666478408531,80.1444861602855,23.8236,22.93136,22.39238,21.94291,21.37851
330.992289629885,80.2278590260009,22.42244,22.7662,22.60741,22.29511,21.87525
330.756094586496,80.1581740033732,23.19767,22.42451,22.01367,22.40366,21.97413
330.824602791029,80.1759622007809,22.33709,21.53652,21.16942,21.20107,21.14852
330.982231341232,80.2216039933958,25.15142,22.80415,22.26241,21.8637,21.87642
330.774615724136,80.2230339625021,24.22993,24.18692,24.27889,22.48508,22.61909
330.620209028517,80.1381023864446,23.71044,23.44643,23.15236,22.12752,22.46903
330.667551490398,80.1013822695431,23.37369,23.1208,22.83655,22.80969,22.74294
330.773373698737,80.2156566077234,24.74805,24.29469,23.84715,21.9549,21.07266
330.832367816928,80.2320353622284,26.21765,24.63986,24.19433,21.96739,20.67118
330.887659940626,80.2439018156301,23.52974,25.38243,25.08637,22.21196,21.83253
330.98966932309,80.2089039675162,22.79408,24.85791,24.79336,22.37645,22.34659
330.979776936602,80.2025337168268,25.05948,24.16443,23.80816,22.34228,22.40714
331.60960867656,80.5094776171426,21.40489,20.58846,20.16612,20.0687,20.16065
331.628733433574,80.5127597428171,21.00658,20.18081,19.90801,19.80688,19.95916
331.838305678076,80.4955357765206,22.0771,24.53755,24.76753,23.52887,21.57
331.710709267263,80.5264553805426,24.70832,25.35628,25.13831,22.48195,22.61406
331.664653207665,80.5072399148989,22.38875,21.89509,21.57311,21.5321,21.48897
331.768644177458,80.5146609022733,25.78643,22.97206,22.40315,22.34463,22.22587
331.743686417948,80.5100426391864,22.94896,22.38265,22.06282,21.70618,22.03075
328.896273901163,79.5290975987628,20.26335,19.46945,19.51228,19.54586,19.23192
328.835822143146,79.495559196566,21.48627,20.7208,20.39267,20.31646,20.07799
328.98747065665,79.5261922162567,21.45214,20.98063,20.80138,20.77654,20.86514
328.99385601394,79.549038928701,22.94286,21.54814,21.15412,21.13423,21.19225
329.162929629764,79.5941642021048,22.29021,22.17794,21.58469,21.61116,21.477
329.156888763113,79.5202259116715,19.06667,17.89101,17.44978,17.30208,17.25041
329.078567661107,79.5399243391685,20.19072,19.06023,18.65554,18.50251,18.49217
329.04586674227,79.5196918974384,22.14272,22.64629,22.176,21.8687,22.00825
329.233983591426,79.5745120391305,21.91024,20.82058,20.48931,20.44547,20.40852
329.16109238732,79.549433545562,22.16751,24.99376,25.16891,24.26281,22.50224
329.063731307821,79.5076625589301,21.50005,20.58144,20.38511,20.38256,20.39141
329.154345573923,79.5297589107615,21.66898,21.03854,20.7156,20.60721,20.83168
329.205641048571,79.5403282165427,22.12896,25.34959,24.92352,23.44705,23.23347
328.964680386787,79.5099604151181,23.22716,22.87104,22.30133,21.95583,21.87284
329.20521077343,79.579259071303,23.73781,22.21476,21.6619,21.41346,21.34134
329.216906032991,79.5543825552076,22.53768,21.86293,21.57504,21.47255,21.80863
329.08936571248,79.510176186222,22.63354,21.9912,21.4342,21.10355,21.23605
329.191507754575,79.5705611384507,23.43575,23.26358,23.3922,22.1876,21.81152
329.246542729034,79.5931201222572,23.58628,25.20366,25.26348,22.2369,20.75874
329.269970348389,79.5902360525253,23.53588,25.85896,26.02082,24.96172,21.09688
329.721266802784,79.8547258169917,17.67761,16.28238,15.76346,15.56635,15.48089
329.792930864609,79.8772372789715,17.31902,16.13665,16.10548,16.13958,16.16346
330.207632656574,79.9670122327787,17.12203,15.75298,15.28478,15.12625,15.04485
330.214313835437,79.9689935320477,23.6229,23.18534,22.75947,22.00116,22.95677
329.972650525918,79.8816819227711,17.45175,15.87359,15.31222,15.12127,15.03981
329.869158687869,79.9097836114154,20.311,19.57102,19.33606,19.24152,19.17634
329.691716684325,79.8279419676893,20.18399,18.70581,18.11208,17.92742,17.81944
330.051654236843,79.8987867657408,25.2004,25.58836,25.53579,23.79114,20.82061
330.002209346742,79.9444550119015,21.31407,20.70309,20.12222,20.02858,19.71386
329.671301718525,79.8311794688008,23.94982,22.24125,22.23529,23.02435,22.2362
329.699271550979,79.8253090758413,21.33589,20.58618,20.58876,20.86211,20.74876
329.876511373113,79.8667498925034,21.8744,25.17589,25.37626,24.37153,23.58592
329.7928261344,79.8327289801624,21.52413,20.83975,20.60674,20.47407,20.34785
329.809391750939,79.7958914288328,21.6895,21.65914,21.48252,21.21804,21.1339
330.054052248422,79.9770119492838,23.49259,22.80655,22.33591,21.61605,21.92107
330.114555217318,79.9751091004294,23.78066,24.18936,24.04669,21.95576,22.26526
329.812095010585,79.8805980241501,22.29542,21.3888,21.12299,20.94199,20.89076
329.870897120828,79.8924606732404,23.38402,22.70384,22.21586,22.97639,22.19746
329.718599269146,79.8403103588032,23.27304,23.16542,23.372,22.9208,22.26854
330.134176426452,79.9679690658187,23.54682,21.49701,21.13834,21.12612,20.75514
330.071521976146,79.9451208469161,23.05654,21.69182,21.44747,21.28209,21.12397
329.975415432609,79.9133612729369,23.51173,22.42601,22.01678,21.7265,21.83766
330.183231423602,79.9630909034563,25.89252,22.44171,22.46442,22.39329,21.31282
330.032567860061,79.9091136619937,23.93888,21.97111,21.56511,21.03853,21.11463
329.877308388861,79.8273477643537,22.44824,21.59956,21.15026,20.9983,21.00455
329.951134953761,79.8431368629411,23.16057,22.64518,22.35575,22.7668,22.98245
329.865012027504,79.8154886010522,22.8506,22.18308,21.8937,21.60632,21.057
329.919117593611,79.8270260074901,22.77326,21.82209,21.56306,21.48416,21.41741
329.894287488296,79.8619095663519,23.88687,24.04292,23.88753,21.99273,21.41828
330.010588165354,79.9124701095114,23.74424,25.27156,25.11112,24.33199,21.03218
330.152122631652,79.9392825723486,23.622,24.73041,24.54307,24.80614,20.84768
330.176257816564,79.9333055258727,24.2178,25.33631,25.4532,23.73656,20.9061
329.838683311745,79.7985416248756,21.79399,20.75343,20.42575,20.25675,20.07598
329.871121855255,79.8068836597498,23.61191,22.61801,22.09366,21.79106,21.33801
329.300226904396,79.6583645547291,18.60391,17.34246,16.88762,16.7084,16.6588
329.238373760777,79.6649455076348,19.81492,18.91671,18.61927,18.47956,18.47978
329.556277947407,79.7209231967206,22.33275,22.56635,22.72072,22.25418,22.79046
329.550630651088,79.7213570745151,22.64503,22.04362,22.10661,22.17929,22.39823
329.227236591181,79.6611061139881,22.55844,24.85755,24.4226,23.89431,22.93544
329.499282167723,79.7450052764644,24.95759,22.46958,22.13655,21.78929,21.69074
329.54926422353,79.7575093730165,21.38833,21.50953,21.11591,20.88406,20.71847
329.608831248943,79.7716715451062,21.4398,21.35321,21.32384,21.0294,21.32745
329.269933707283,79.6317491186544,22.26701,24.91436,24.74772,23.96917,23.16897
329.239331286308,79.6163335841361,22.44124,25.03275,24.61053,22.93926,23.2648
329.368888788225,79.6589032153464,21.8488,20.80407,20.42197,20.23245,20.23378
329.547970925552,79.7815495573527,24.11119,21.72781,21.45782,21.36931,21.82741
329.612050627965,79.7875520828471,24.0031,23.27528,23.52017,22.74424,22.25266
329.311346432316,79.6855876403752,23.62633,22.45666,22.16718,22.0753,21.62516
329.554902447434,79.7605131052487,23.41351,23.312,23.341,23.42194,22.86051
329.621400813997,79.7733468419981,23.46251,22.7982,22.4816,22.4783,22.41891
329.15927059909,79.6165489166784,23.29666,22.74604,22.43547,22.20897,21.40646
329.323963542124,79.6658876286044,23.99088,22.0507,21.72268,21.56566,21.30402
329.556269614244,79.737692860794,23.3232,22.49818,21.929,21.88115,22.03667
329.519061826203,79.7166816232577,23.32369,23.15687,22.88932,23.17414,22.95957
329.523939556005,79.7143726774371,22.49295,22.28891,22.56322,22.21041,21.4137
329.122066100265,79.6214468561989,24.22065,24.20372,23.72259,22.19023,21.98573
329.256360399689,79.6542707016469,25.1078,25.21408,24.8916,21.86776,23.43017
329.595730862646,79.7627866573431,25.3053,24.89944,24.45105,23.5684,20.90888
329.430189842328,79.7015323234596,23.37132,24.93172,24.95706,24.5237,20.55549
329.388670966575,79.675181141471,25.38433,24.58881,24.50044,24.04963,20.74287
329.726406153693,79.7508492360265,20.55868,19.62129,19.33541,19.24457,19.12901
329.67328524856,79.7348609432388,21.4215,20.70534,20.46384,20.41722,20.55179
329.575087347316,79.6955229341158,22.05604,21.0855,21.00367,21.34676,21.24168
329.397226920698,79.6672283985322,22.63189,20.42028,20.12858,19.9698,20.00095
329.385785840796,79.6607455148457,23.86491,22.66872,22.71237,22.88204,21.91177
329.723630364824,79.7716719280313,22.5136,21.59502,21.11476,21.26579,21.2616
329.452675469323,79.6649484758805,23.18915,22.94735,23.19576,22.42651,22.29917
329.593589971895,79.7013298815907,22.95001,21.88029,21.37658,21.16372,20.78956
329.34627768386,79.6017699083632,24.49283,22.0015,21.66331,21.59713,21.26038
329.443588321966,79.6697887669352,24.05019,24.87645,24.66683,25.02867,20.89021
330.416949348163,80.068033557071,19.22125,18.85069,19.10372,19.31166,19.57251
330.326165533617,80.0001034752491,19.64522,18.07537,17.50418,17.29138,17.20234
330.497782415426,80.079219755347,21.17184,21.04901,21.32054,21.61773,22.8291
330.525778745812,80.0465704297398,21.88881,21.35564,20.78729,20.53118,20.19981
330.45745362678,80.016465856789,24.16578,22.29453,22.12612,21.57846,21.96431
330.372799911696,80.0915775727891,23.17792,23.25967,22.71149,22.63212,21.97141
330.355885572163,80.0779189333614,23.10888,23.19146,23.24744,23.03047,21.38125
330.19703245899,80.0078908259799,23.38315,23.00374,22.92816,22.5352,21.9382
330.216892886272,80.0010449065259,22.2883,21.44569,21.26018,21.00115,20.85163
330.371775769923,80.0418774909792,22.87329,21.38403,21.01134,21.05021,20.96544
330.325946429606,80.0083481960373,23.17256,22.89752,23.1502,22.89962,21.31453
330.445312403026,80.0137991462242,22.96625,21.67598,21.15969,20.91634,20.97823
330.454054525255,80.1100484877206,24.84577,25.01733,24.66769,24.58283,20.68814
331.407849932342,80.3378527821881,19.89503,18.42641,17.87691,17.69374,17.57571
331.371182194811,80.3262609337447,20.09343,19.73206,19.55862,19.26992,19.23031
331.481201933039,80.3302717064612,21.13092,19.43392,18.89175,18.69321,18.66369
331.47651867535,80.3295681682488,22.93637,21.98689,21.66869,21.50517,21.16078
331.643359772786,80.339600822433,19.5866,18.78131,18.56797,18.5217,18.46539
331.555438396854,80.3438646100363,21.61865,20.2855,19.77551,19.57667,19.42669
331.554517734921,80.3785021485643,20.50563,20.17507,20.19149,20.23091,20.28743
331.877163701698,80.4671542005929,21.88882,24.58144,24.60729,23.45038,23.35122
331.672689696706,80.3992230080678,21.76865,20.89832,20.66395,20.52627,20.43412
331.563888885559,80.3666310755315,21.98302,21.35592,21.14968,20.99314,20.88132
331.777870640589,80.41294855611,20.91995,20.56156,20.66734,20.48764,20.20399
331.754566890549,80.4064002742144,21.80665,20.96263,20.77054,20.66146,20.51627
331.712433144906,80.3923925659434,22.41732,24.95253,24.65011,23.37237,23.49667
331.92394920957,80.4180131498606,21.72774,21.51152,21.17737,21.08053,21.71961
331.625879056792,80.3087604871037,22.02121,20.94416,20.59243,20.49551,20.39488
332.088481606406,80.4281366409905,22.26598,25.35257,25.48557,24.56568,23.22146
331.673116072006,80.3066785948389,22.28397,24.95953,25.15356,24.73783,23.20918
331.577856971345,80.3876692881359,25.27681,24.79172,24.98161,22.07473,22.34935
331.422346993532,80.3331724609183,23.77373,22.78512,22.20058,22.6126,22.58664
331.661937291941,80.3924693097445,22.5498,21.91471,21.36199,21.03446,20.85046
