#NGC_6205
250.45143148	36.2958145	17.9480648041	17.5122795105	19.0060386658	17.309129715	17.2812957764
250.49491026	36.2393125	17.9971103668	17.6458129883	19.0045547485	17.505273819	17.4746856689
250.41657888	36.6727533	17.9001674652	17.5053482056	18.9627037048	17.326084137	17.2141780853
250.29176341	36.63213357	17.9676055908	17.611661911	18.9470462799	17.4378795624	17.3900051117
250.4003976	36.6059543	17.9320678711	17.5233020782	18.9399261475	17.4004878998	17.2870254517
250.3531175	36.65674676	17.9399623871	17.2747306824	19.6653079987	17.0030517578	16.8835926056
250.61621424	36.34592564	17.9570140839	17.5518684387	19.0335464478	17.3655490875	17.3286094666
250.26206215	36.60885176	18.0901947021	17.783657074	19.061214447	17.6563816071	17.6094417572
250.24504911	36.59204844	18.1485710144	17.7436504364	19.1901741028	17.6115531921	17.5825252533
250.20243053	36.54308878	18.0949668884	17.8098506927	19.0229587555	17.7206821442	17.7349262238
250.2179348	36.54538732	18.1223659515	17.8241863251	19.0893154144	17.72697258	17.6591186523
250.37467639	36.25158768	18.0518741608	17.7117977142	19.0467071533	17.5468349457	17.5614833832
250.51793641	36.30680809	18.114151001	17.7249984741	19.0805854797	17.5648479462	17.5100040436
250.47585069	36.25988387	18.0162029266	17.6619796753	19.0376186371	17.497549057	17.4968452454
250.32255216	36.63988115	18.0848522186	17.7731666565	19.0503482819	17.6176738739	17.6126461029
250.32591605	36.65542702	18.1837711334	17.9238967896	19.13879776	17.7852706909	17.7377471924
250.35422964	36.59504033	18.1525478363	17.8743419647	19.1335659027	17.771697998	17.6775474548
250.41522852	36.61790018	18.034702301	17.6322402954	19.0760383606	17.4911632538	17.401391983
250.31186295	36.58711731	18.0015392303	17.6700134277	18.9953727722	17.5288200378	17.4306564331
250.42119264	36.61924264	18.1974277496	17.8891334534	19.1391811371	17.814371109	17.7668857574
250.43898028	36.60996294	18.1319274902	17.7715606689	19.1239528656	17.6573619843	17.6363143921
250.52407912	36.66079733	18.0306892395	17.6516056061	18.9971790314	17.5250797272	17.4899330139
250.36342298	36.5788716	18.0804843903	17.8544635773	18.9107265472	17.8142089844	17.7414360046
250.43820114	36.61078121	18.0435237885	17.6515750885	19.0492534637	17.5262451172	17.4622173309
250.43788561	36.60191589	18.1191101074	17.7909660339	19.1119728088	17.6761436462	17.6206054688
250.44277788	36.59341482	18.1304454803	17.8430099487	19.0195121765	17.7361869812	17.7131175995
250.44452126	36.59406988	18.1288013458	17.7757797241	19.0555725098	17.6568489075	17.5149593353
