#distance (kpc), blue-in-blue, b-y, b-r; y-b, y-y, y-r; r-b, r-y, r-r
1.0	15.0	0.0	0.0	0.0	532.0	0.0	0.0	0.0	1491.0
2.0	13.7	0.2	0.0	0.01	495.01	5.26	0.0	2.22	1388.76
3.0	13.14	0.29	0.0	0.15	490.62	9.15	0.0	5.96	1359.23
4.0	11.91	0.52	0.0	0.47	483.13	13.42	0.0	11.16	1313.62
5.0	11.26	0.69	0.0	0.65	478.57	17.58	0.0	18.84	1263.28
6.0	10.44	0.87	0.01	0.92	470.81	22.79	0.0	28.49	1200.48
7.0	9.52	1.04	0.02	1.32	461.95	29.19	0.08	38.83	1139.28
8.0	9.53	1.09	0.07	1.44	453.2	34.33	0.3	50.2	1080.22
9.0	9.17	0.92	0.17	2.01	441.79	39.2	0.49	63.31	1025.92
10.0	8.68	0.99	0.24	1.95	426.11	46.17	0.97	77.43	969.24
11.0	8.2	0.98	0.38	2.38	414.09	51.67	1.78	92.15	917.77
12.0	8.25	1.2	0.42	2.69	397.87	57.78	4.04	107.89	871.0
13.0	7.63	1.2	0.58	3.29	380.6	61.7	5.09	120.31	831.65
14.0	7.42	1.24	0.55	3.97	364.9	66.49	7.93	134.19	793.15
15.0	7.27	1.13	0.85	4.21	348.07	70.62	12.32	143.78	758.59
16.0	7.54	1.15	0.67	5.09	335.0	73.55	15.77	153.5	729.99
17.0	7.05	1.24	1.01	6.52	320.53	77.89	22.36	157.56	704.36
18.0	6.89	1.12	1.18	7.42	304.56	80.83	28.62	165.48	679.04
19.0	6.58	1.09	1.03	8.44	292.61	84.5	34.87	169.31	656.58
20.0	6.65	1.09	1.15	10.31	278.72	87.26	43.09	169.78	634.4
21.0	6.53	1.13	1.32	11.94	264.09	90.45	53.22	170.64	619.69
22.0	6.41	1.08	1.41	14.48	251.91	92.58	60.36	171.05	602.81
23.0	5.99	1.16	1.14	16.47	243.39	94.26	68.41	166.74	585.32
24.0	6.27	0.91	1.41	18.94	230.49	98.06	78.58	164.19	574.48
25.0	6.12	0.91	1.35	21.1	220.86	98.44	89.02	159.99	565.41
26.0	6.12	0.88	1.33	23.93	211.21	101.6	97.34	157.49	551.4
27.0	5.78	0.9	1.69	26.48	201.75	102.77	107.52	150.7	540.98
28.0	5.99	0.85	1.9	30.28	192.48	103.62	116.79	146.84	527.57
29.0	5.66	0.96	1.54	32.23	184.15	105.41	125.76	141.47	518.02
30.0	5.74	0.79	1.89	35.35	176.32	108.19	132.93	139.17	514.77
31.0	5.41	1.0	1.99	38.08	170.48	109.03	140.92	132.36	509.21
32.0	5.71	0.92	1.59	40.61	163.49	107.71	149.26	129.95	500.32
33.0	5.24	0.97	1.81	43.72	155.58	110.11	155.99	125.29	495.47
34.0	5.73	0.78	1.91	44.8	149.16	112.11	163.84	121.47	490.74
35.0	5.41	0.77	1.97	47.92	140.5	112.54	169.61	116.54	481.13
36.0	5.25	0.91	2.03	51.79	137.76	113.58	176.66	111.76	476.58
37.0	5.46	0.68	2.14	53.31	133.93	111.37	182.95	108.54	471.94
38.0	5.17	0.83	2.15	56.13	125.82	114.81	188.97	104.68	467.35
39.0	5.03	0.8	2.17	57.66	123.94	115.21	194.1	101.35	461.56
40.0	4.95	0.7	2.12	60.38	116.24	115.51	199.21	98.74	458.61
41.0	4.8	0.69	2.26	62.81	111.34	117.1	203.8	95.31	453.04
42.0	5.33	0.52	2.19	64.4	106.89	116.94	204.47	92.62	453.25
43.0	4.95	0.57	2.33	66.11	103.86	115.89	214.08	89.13	445.99
44.0	4.98	0.62	2.5	68.61	101.24	117.97	217.03	86.8	443.86
45.0	4.53	0.75	1.89	69.73	97.53	117.49	219.9	83.01	440.71
46.0	4.96	0.73	2.2	72.13	94.05	118.53	224.36	81.63	437.49
47.0	4.52	0.69	2.24	74.27	88.62	120.44	224.33	79.51	437.09
48.0	4.75	0.53	2.49	75.86	86.55	118.79	230.15	78.77	429.6
49.0	4.65	0.62	2.39	78.18	84.94	117.5	231.97	74.86	432.53
50.0	4.32	0.61	2.57	78.72	81.72	119.63	236.7	72.18	428.19
51.0	4.63	0.63	2.48	80.42	78.03	120.29	238.66	71.79	427.53
52.0	4.32	0.66	2.58	82.77	76.15	118.31	243.84	69.02	421.72
53.0	4.33	0.67	2.42	83.2	73.7	120.58	242.98	66.77	422.08
54.0	4.28	0.52	2.47	84.5	72.72	119.83	246.68	66.46	421.22
55.0	4.55	0.62	2.32	85.37	69.78	120.12	252.52	63.29	420.85
56.0	4.47	0.65	2.42	86.2	67.74	121.14	250.37	63.56	418.97
57.0	4.48	0.52	2.35	87.96	65.14	120.53	253.24	60.79	414.36
58.0	4.52	0.58	2.44	87.88	63.75	120.09	255.82	59.2	415.01
59.0	4.23	0.6	2.29	89.55	62.12	119.41	258.6	58.7	408.91
60.0	4.4	0.59	2.35	90.85	60.01	119.9	262.2	58.29	409.07
61.0	4.47	0.61	2.34	90.15	59.09	119.46	263.04	56.5	409.75
62.0	4.21	0.52	2.26	92.28	56.29	122.49	267.4	53.71	405.93
63.0	4.49	0.5	2.62	91.89	55.88	123.83	267.42	53.4	403.65
64.0	4.31	0.43	2.53	93.16	55.57	120.17	265.85	52.51	403.96
65.0	4.38	0.49	2.23	95.26	52.05	122.15	271.77	52.43	399.72
66.0	4.05	0.45	2.62	96.28	50.87	120.78	274.9	50.99	399.21
67.0	4.39	0.6	2.45	96.62	48.75	122.69	273.06	50.28	398.64
68.0	4.21	0.51	2.52	97.3	47.45	122.69	275.04	48.62	399.66
69.0	4.33	0.45	2.51	98.55	47.48	121.98	277.36	47.28	400.57
70.0	4.01	0.57	2.49	99.32	45.66	122.16	276.3	47.4	395.94
71.0	4.16	0.54	2.49	98.3	44.47	123.67	277.93	47.09	394.73
72.0	4.19	0.47	2.54	98.35	43.2	123.43	279.83	44.26	393.79
73.0	4.27	0.62	2.57	100.24	41.51	122.39	279.85	44.77	391.78
74.0	4.03	0.5	2.52	102.13	41.13	123.39	280.68	43.99	390.2
75.0	4.1	0.58	2.29	102.13	40.53	121.17	281.72	42.77	389.47
76.0	4.13	0.51	2.35	101.94	39.79	123.85	284.98	42.61	389.42
77.0	4.2	0.57	2.6	103.87	38.81	121.85	286.68	42.54	389.07
78.0	4.13	0.45	2.62	103.27	38.54	122.93	287.71	40.83	388.14
79.0	4.24	0.48	2.33	104.78	37.27	122.27	285.97	40.54	384.21
80.0	4.01	0.46	2.45	104.09	36.33	122.73	288.61	40.64	384.73
