#dered_u,err_u,psfMag_u,psfMagErr_u,extinction_u
20.751407623291,0.0826067551970482,21.1044921875,0.077326312661171,0.361391663551331
19.3414897918701,0.0306882262229919,19.7019939422607,0.0300986785441637,0.364640921354294
16.4846935272217,0.00691266823559999,16.8636322021484,0.013733172789216,0.36715492606163
23.6021347045898,0.840872049331665,23.9493770599365,0.701303124427795,0.36043107509613
24.0786304473877,0.888471662998199,24.3538265228271,0.814035713672638,0.361010849475861
19.4561214447021,0.0328799188137054,19.8392562866211,0.0325250178575516,0.360731333494186
17.3568172454834,0.0112618962302804,17.7222938537598,0.0152788180857897,0.360507488250732
18.3417167663574,0.0175132695585489,18.7123184204102,0.0195211265236139,0.356124401092529
24.8657741546631,2.65933203697205,25.1203956604004,0.768382668495178,0.365092277526855
22.6523761749268,0.399334251880646,23.1100788116455,0.36619034409523,0.364893615245819
24.6502571105957,0.81558758020401,24.9002647399902,0.821630477905273,0.364919066429138
22.6588973999023,0.400264292955399,23.0529842376709,0.383974581956863,0.360541582107544
21.9622421264648,0.22274623811245,22.2661399841309,0.199314117431641,0.366864085197449
25.436372756958,0.521180331707001,25.7723026275635,0.516836881637573,0.364548772573471
25.422830581665,0.552050173282623,25.6449337005615,0.574800312519073,0.361489951610565
24.1711483001709,0.881985306739807,24.1678371429443,0.764519512653351,0.344909071922302
24.0555686950684,0.860124051570892,24.2122840881348,0.787305772304535,0.361324906349182
24.6962051391602,0.79754650592804,25.0170516967773,0.785181939601898,0.359748154878616
24.2575149536133,0.864364504814148,24.5203723907471,0.843318343162537,0.362125396728516
21.9154872894287,0.210174635052681,22.1589813232422,1.06339657306671,0.350077331066132
21.3500156402588,0.23216325044632,22.3715705871582,1.05281710624695,0.349450767040253
18.3853092193604,0.0178228318691254,18.7594394683838,0.0198956876993179,0.364489585161209
18.8272228240967,0.0226929783821106,19.186164855957,0.0234156642109156,0.356348961591721
17.2357387542725,0.00965114589780569,17.5783462524414,0.0149297462776303,0.339152693748474
21.9934997558594,0.225787565112114,22.127571105957,1.2478814125061,0.347335398197174
23.0191135406494,0.507988750934601,23.3685264587402,0.487899422645569,0.361711591482162
23.1673583984375,0.57355409860611,23.3430919647217,0.480300694704056,0.364510744810104
24.4345893859863,0.861457407474518,24.7748470306396,0.84391850233078,0.364818572998047
23.5446834564209,0.756001830101013,23.9181308746338,0.695870995521545,0.365097463130951
20.5012340545654,0.0690392777323723,20.8558712005615,0.0641843006014824,0.365911871194839
21.8211307525635,0.209477916359901,22.1766452789307,0.185076698660851,0.363833010196686
20.1815719604492,0.05379618704319,20.4930019378662,0.0491885133087635,0.338324308395386
20.8476676940918,0.0893087536096573,21.1989612579346,0.08290895819664,0.337828665971756
22.1294689178467,0.251302808523178,22.3889999389648,0.218733102083206,0.34552526473999
20.5566387176514,0.0717852041125298,20.9093189239502,0.0666746646165848,0.362912952899933
22.7893486022949,0.43084990978241,23.1665496826172,0.41935870051384,0.36260712146759
21.2567520141602,0.122167937457561,21.6153964996338,0.115804493427277,0.361026972532272
20.3376312255859,0.0594481192529202,20.6919441223145,0.0563134737312794,0.347961008548737
22.2503089904785,0.283266007900238,22.5960998535156,0.26248374581337,0.362699717283249
24.3532238006592,1.0300384759903,24.9060802459717,0.820656061172485,0.362560600042343
22.6536903381348,0.386214226484299,23.000244140625,0.367858111858368,0.359068840742111
25.1849842071533,0.615836441516876,25.4310092926025,0.637123048305511,0.342342168092728
23.9797878265381,0.83257669210434,24.0769882202148,0.736467063426971,0.345033705234528
22.3753700256348,0.306473821401596,22.7759876251221,0.304146528244019,0.36336562037468
24.6212959289551,0.977260887622833,24.9279766082764,0.817516624927521,0.365381836891174
25.1323947906494,0.712817668914795,25.2991333007813,0.709082305431366,0.364392936229706
24.402156829834,1.06979894638062,24.3870334625244,0.811265289783478,0.345692127943039
23.7421836853027,0.785236179828644,23.9084205627441,0.684105575084686,0.353778749704361
23.2049045562744,0.594255924224854,23.648530960083,0.594163954257965,0.365025281906128
23.3444671630859,0.693830490112305,23.7523918151855,0.325594514608383,0.357338488101959
23.1304740905762,0.571464002132416,23.4304695129395,0.503758728504181,0.340780943632126
25.1161861419678,0.669395506381989,25.1503524780273,0.752831697463989,0.365809470415115
23.9891376495361,0.905209124088287,23.8917274475098,0.684925258159637,0.363335520029068
24.493766784668,0.880722463130951,24.8500671386719,0.833903729915619,0.362242698669434
23.7681159973145,0.800177156925201,23.9939804077148,0.721120595932007,0.362644135951996
22.7616539001465,0.42200767993927,23.0565071105957,0.384800642728806,0.365274637937546
24.6682910919189,0.844348788261414,25.0096473693848,0.771273851394653,0.337659418582916
23.5395927429199,0.749180436134338,23.7563667297363,0.635013461112976,0.365378648042679
23.9342269897461,0.804261147975922,24.2167224884033,0.774532318115234,0.334187507629395
23.7239665985107,0.879025042057037,24.3195934295654,0.813658237457275,0.363766044378281
24.0894680023193,0.909068703651428,24.4077339172363,0.829671442508698,0.362504720687866
22.7929019927979,0.458946228027344,23.0953426361084,0.39642009139061,0.3641077876091
24.1264343261719,0.895825564861298,24.6647777557373,0.845900475978851,0.36605378985405
16.2940883636475,0.00641896389424801,16.6488933563232,0.0131577597931027,0.349982351064682
23.3929347991943,0.663815796375275,23.7815017700195,0.526965856552124,0.349720001220703
24.3744697570801,0.918669104576111,24.6482601165771,0.830747365951538,0.349098414182663
14.6145429611206,0.00411977199837565,14.979453086853,0.0122998682782054,0.349565774202347
23.5752964019775,0.721700370311737,23.9528827667236,0.708199262619019,0.363954722881317
22.7140121459961,0.410671770572662,23.0065422058105,0.366917073726654,0.336175411939621
23.5535297393799,0.743436336517334,23.8140678405762,0.657655000686646,0.364934921264648
24.688175201416,0.855113983154297,24.9335136413574,0.815190732479095,0.359706550836563
24.1742210388184,1.02734279632568,24.231502532959,0.794137060642242,0.365476369857788
24.3048782348633,0.886380910873413,24.5923843383789,0.825668513774872,0.339226484298706
20.7986679077148,0.0839191675186157,21.1450576782227,0.0789649859070778,0.350570350885391
23.3408641815186,0.6206174492836,23.680025100708,0.596686959266663,0.351417869329453
17.8251705169678,0.0126112308353186,18.1934127807617,0.0165808629244566,0.36487090587616
16.8102931976318,0.0129215652123094,17.2111663818359,0.490102678537369,0.36741054058075
19.2696361541748,0.0299396999180317,19.6305618286133,0.0288624856621027,0.353187501430511
17.0869750976563,0.0088659692555666,17.4351196289063,0.0143153415992856,0.349622339010239
14.9818296432495,0.00939723197370768,13.8145427703857,0.0121457185596228,0.369274944067001
18.9070663452148,0.0232621040195227,19.2680702209473,0.0242078062146902,0.369565069675446
24.7969303131104,0.821182012557983,25.1691226959229,0.745695114135742,0.369577497243881
23.0568256378174,0.547825276851654,23.3949813842773,0.496235847473145,0.369346678256989
23.5536670684814,0.712233185768127,23.8979072570801,0.684253752231598,0.369640380144119
23.197696685791,0.929770052433014,23.8907527923584,0.682957351207733,0.368690669536591
22.174295425415,0.26490992307663,22.4736557006836,0.237212970852852,0.36891296505928
19.2269630432129,0.0297163166105747,19.5867691040039,0.0283665247261524,0.365442037582397
23.6035232543945,0.750158369541168,23.8078556060791,0.641930282115936,0.333466470241547
19.7111225128174,0.0388233251869679,20.0698642730713,0.0372385159134865,0.332742363214493
24.0019950866699,0.848705887794495,24.0708713531494,0.7284215092659,0.34986412525177
18.4368381500244,0.0176537465304136,18.7846851348877,0.019811375066638,0.346806019544601
17.5963039398193,0.0113207697868347,17.9720115661621,0.0157788973301649,0.365305811166763
23.3492794036865,0.637607753276825,23.5827045440674,0.564920961856842,0.364623188972473
17.9872779846191,0.01390091329813,18.347110748291,0.01730065792799,0.370388835668564
21.8853130340576,0.203992009162903,22.2128772735596,0.189946547150612,0.360058903694153
17.9081401824951,0.0137301767244935,18.2734909057617,0.0169276837259531,0.361737191677094
18.9585456848145,0.0238750502467155,19.2824058532715,0.0242876391857862,0.333628356456757
25.3188896179199,0.612114667892456,25.4658489227295,0.605773091316223,0.335055887699127
24.9735889434814,0.677248299121857,25.2705593109131,0.676442980766296,0.334346979856491
19.0411033630371,0.0252625625580549,19.4035682678223,0.0256866849958897,0.360799312591553
24.7936325073242,0.767225384712219,25.0719261169434,0.773552715778351,0.370082676410675
17.3882713317871,0.0102273840457201,17.7470321655273,0.0150701720267534,0.360645562410355
16.1397609710693,0.00903703551739454,15.5667123794556,0.0124417040497065,0.344924837350845
23.3947658538818,0.638284087181091,23.7515640258789,0.624058365821838,0.331068754196167
22.2856502532959,0.279832899570465,22.4619388580322,0.270072907209396,0.338780283927917
20.5278129577637,0.0680896043777466,20.8524723052979,0.0630371794104576,0.349072009325027
19.8135433197021,0.0420354157686234,20.192346572876,0.0403431691229343,0.370076179504395
22.4358882904053,0.316740900278091,22.6729373931885,0.955470681190491,0.345354825258255
21.9983615875244,0.248989373445511,22.3912181854248,2.68426561355591,0.345573276281357
19.7175598144531,0.0401868186891079,20.0637531280518,0.0371660701930523,0.364910364151001
17.0844116210938,0.00891523342579603,17.4231491088867,0.0141763631254435,0.330814450979233
18.0099964141846,0.0140181081369519,18.3849964141846,0.0174813270568848,0.370652437210083
22.1680545806885,0.27386200428009,22.5161933898926,0.244039192795753,0.356863170862198
18.7737216949463,0.0219993013888597,19.1512794494629,0.0228763222694397,0.366161912679672
17.055004119873,0.00872631650418043,17.410514831543,0.014107589609921,0.347279667854309
22.5323944091797,0.340205103158951,22.8413581848145,0.314597398042679,0.345231413841248
22.1814422607422,0.257755994796753,22.4638690948486,1.04680967330933,0.34686616063118
15.7011299133301,0.00593443075194955,15.9298963546753,0.0126307485625148,0.356234282255173
21.0569725036621,0.10198512673378,21.4135150909424,0.0976496785879135,0.333495438098907
18.8804092407227,0.0228353384882212,19.2233963012695,0.0235917493700981,0.357050895690918
21.1798839569092,0.114022791385651,21.5081748962402,0.104890711605549,0.336413472890854
23.9098682403564,0.841710984706879,24.5757846832275,0.814268589019775,0.333487242460251
22.0921249389648,0.24805660545826,22.3627166748047,1.05265426635742,0.337606370449066
24.835147857666,0.755192935466766,25.1281490325928,0.766514420509338,0.3680200278759
20.0038089752197,0.0471046082675457,20.3517284393311,0.044527642428875,0.357844442129135
22.1080722808838,0.241013824939728,22.3988761901855,0.217736408114433,0.342821836471558
24.4199199676514,0.991548955440521,24.7477912902832,0.829093933105469,0.365160584449768
20.2218914031982,0.0555718876421452,20.5774021148682,0.0522227175533772,0.365161925554276
20.421516418457,0.0635902211070061,20.7918148040771,0.0723109692335129,0.34604474902153
23.4026565551758,0.685725510120392,23.7139301300049,0.462653309106827,0.345426827669144
21.8111267089844,0.193340316414833,22.1428852081299,0.296332448720932,0.360358893871307
21.6457118988037,0.166831567883492,22.024923324585,0.160933405160904,0.367664188146591
20.2682857513428,0.0573217123746872,20.6107540130615,0.0515576004981995,0.360224962234497
21.5627746582031,0.159385412931442,21.9049472808838,0.146865025162697,0.364815324544907
22.9980144500732,0.511756479740143,23.4270629882813,0.6905916929245,0.360032171010971
21.6162948608398,0.164193481206894,21.9375896453857,0.150072932243347,0.362886309623718
21.9570293426514,0.216216459870338,22.2654495239258,0.19547364115715,0.34592941403389
22.9430503845215,0.471784949302673,23.3433132171631,0.475720882415771,0.349355071783066
20.785816192627,0.0837729126214981,21.1121978759766,0.0775040909647942,0.355081588029861
22.7707252502441,0.418266654014587,23.1249122619629,0.408698320388794,0.3552465736866
20.5041675567627,0.067019097507,20.8330879211426,0.0621940977871418,0.333971291780472
22.4843559265137,0.333678364753723,22.7997055053711,0.308017879724503,0.358382433652878
21.0580768585205,0.106420867145061,21.4307556152344,0.0988639816641808,0.368810057640076
21.4678153991699,0.148687496781349,21.7774963378906,0.131869331002235,0.359570443630219
21.9140968322754,0.208421319723129,22.2769451141357,0.198177695274353,0.355639040470123
23.9664344787598,0.822666466236115,24.2332611083984,0.772698760032654,0.332567453384399
22.0613613128662,0.235396906733513,22.4181365966797,0.222427248954773,0.353582948446274
20.9629135131836,0.0949470996856689,21.304838180542,0.0894096866250038,0.337825447320938
25.3007335662842,0.571289002895355,25.4571990966797,0.626797795295715,0.343044310808182
22.2480983734131,0.266810059547424,22.556941986084,0.247456401586533,0.341781854629517
21.203104019165,0.114764720201492,21.5346794128418,0.107449866831303,0.342585802078247
21.2588138580322,0.1191111728549,21.5892086029053,0.110567770898342,0.340180158615112
20.315071105957,0.0587689876556396,20.6796188354492,0.0558735579252243,0.35263991355896
20.6448001861572,0.0745831429958344,20.9934749603271,0.0698101669549942,0.349477201700211
25.7587623596191,0.394555032253265,26.0662307739258,0.400394558906555,0.348787844181061
21.8748626708984,0.221936598420143,22.0715866088867,0.165266588330269,0.334062933921814
23.3830318450928,0.646985352039337,23.7654438018799,0.635623514652252,0.365957319736481
20.6968460083008,0.0776243284344673,21.0342712402344,0.0718146860599518,0.344365209341049
20.4299144744873,0.0626071095466614,20.7669982910156,0.0586524158716202,0.334635674953461
24.2553443908691,0.858077883720398,24.3724632263184,0.804753959178925,0.343182295560837
23.7051944732666,0.744896948337555,23.9211654663086,0.682807743549347,0.331672132015228
22.8744926452637,0.464122027158737,23.1919422149658,0.425457000732422,0.36690428853035
24.566011428833,0.834056615829468,24.9399471282959,0.80143803358078,0.366948157548904
25.7113132476807,0.423060148954391,25.9490070343018,0.436463445425034,0.336395680904388
24.2704906463623,0.885389685630798,24.5244750976563,0.83581018447876,0.368483692407608
23.8664608001709,0.826966762542725,23.7728404998779,0.626623570919037,0.351462990045547
22.4781761169434,0.340687900781631,22.8377151489258,0.316723346710205,0.352460086345673
23.5155334472656,0.696594178676605,23.8808860778809,0.669721603393555,0.360286265611649
22.9088973999023,0.471420675516129,23.1980991363525,0.425309211015701,0.363417446613312
22.918529510498,0.463145852088928,23.1898059844971,0.948240280151367,0.351936757564545
23.5780487060547,0.714741826057434,23.9078712463379,0.682034134864807,0.354131370782852
21.819938659668,0.200323387980461,22.2198905944824,0.191611051559448,0.364558011293411
23.4306488037109,0.674074113368988,23.8415241241455,0.659264326095581,0.366242557764053
24.2494087219238,0.87808746099472,24.5113658905029,0.83461332321167,0.367504715919495
24.7805614471436,0.795076131820679,25.0512409210205,0.793365240097046,0.352390080690384
24.0883731842041,0.848811268806458,24.4875316619873,0.834125578403473,0.360252410173416
21.9477252960205,0.218222141265869,22.2491493225098,0.195156767964363,0.367881089448929
24.0976734161377,0.863319456577301,24.3957042694092,0.816578328609467,0.35010352730751
22.8806133270264,0.459642291069031,23.2031345367432,0.421724766492844,0.349098086357117
24.6328887939453,0.825128257274628,24.8025379180908,0.795663177967072,0.335701465606689
22.1180953979492,0.244679987430573,22.4120101928711,0.506903171539307,0.345774412155151
23.9089756011963,0.815635800361633,24.157377243042,0.763799071311951,0.36002305150032
23.4942779541016,0.679534614086151,23.8439769744873,0.658843636512756,0.350842237472534
21.894359588623,0.216577097773552,22.2814083099365,0.200206145644188,0.367598652839661
21.942268371582,0.211699351668358,22.2370223999023,1.05996954441071,0.345368444919586
22.0908126831055,0.262448340654373,22.3668937683105,0.216284438967705,0.365718990564346
22.018482208252,0.255788266658783,22.4576282501221,0.440702170133591,0.370142340660095
22.0749778747559,0.24505677819252,22.3465232849121,0.208798736333847,0.349596261978149
21.9728355407715,0.217074796557426,22.2852935791016,0.313905775547028,0.35014796257019
21.896312713623,0.213516160845757,22.3533096313477,0.208881407976151,0.343705832958221
21.7064304351807,0.1744734197855,22.0370178222656,0.16286213696003,0.351706087589264
25.2018222808838,0.646104454994202,25.4921035766602,0.628942787647247,0.351508110761642
21.8955402374268,0.225251525640488,22.3358726501465,0.209187924861908,0.354810684919357
21.9900550842285,0.232603907585144,22.389554977417,0.218691259622574,0.357707738876343
22.599946975708,0.392384678125381,22.9947566986084,0.362838387489319,0.33194038271904
24.9180240631104,0.800137996673584,25.1971206665039,0.717949092388153,0.340406864881516
21.6473655700684,0.175832346081734,22.0472393035889,0.164704695343971,0.367349922657013
22.4297046661377,0.339984834194183,22.7152347564697,0.290171295404434,0.365797191858292
24.4918346405029,0.874573707580566,24.5435028076172,0.836990773677826,0.365141540765762
23.7865982055664,0.850411891937256,24.0043544769287,0.714276254177094,0.358180999755859
23.2310771942139,0.576179683208466,23.5724277496338,0.559838354587555,0.329909265041351
22.9088954925537,0.479920715093613,23.2596187591553,0.448100954294205,0.36522501707077
24.0916290283203,0.83618426322937,24.3100681304932,0.800763547420502,0.329780280590057
22.5039176940918,0.340546667575836,22.8631076812744,0.327434748411179,0.366626292467117
24.4028930664063,0.838325262069702,24.5198345184326,0.811674952507019,0.330156773328781
23.6782341003418,0.766581177711487,23.790563583374,0.644716024398804,0.370524019002914
23.9170818328857,0.84908801317215,24.2218189239502,0.770182549953461,0.333725154399872
23.9161529541016,0.828809797763824,24.1242637634277,0.759859979152679,0.369251608848572
24.2207641601563,0.866698622703552,24.262622833252,0.797062993049622,0.370380282402039
23.6187286376953,0.710791885852814,23.9157733917236,0.677832424640656,0.335656106472015
24.3102951049805,0.901998937129974,24.56369972229,0.839143574237823,0.36763146519661
24.0617046356201,0.829149603843689,24.4291076660156,0.809508740901947,0.344657003879547
23.2430267333984,0.673468053340912,23.2312774658203,0.432517528533936,0.335724771022797
24.86501121521,0.732045471668243,25.06103515625,0.755297064781189,0.339759200811386
24.9308013916016,0.714626550674438,25.2390995025635,0.718407928943634,0.369744300842285
23.7308578491211,0.820954620838165,23.8785037994385,0.6697998046875,0.358300805091858
