96.8090520083	-30.0299186603	21.39822
96.7802814578	-30.0169377904	20.69598
96.9064091639	-30.0342586427	19.26983
96.9295651537	-30.1055136894	21.62407
96.9933119843	-30.0333081283	21.25551
97.0315571881	-30.0186500358	20.88104
97.0702341621	-30.0348159333	22.63517
97.1665056233	-30.1282166726	22.82574
97.2018538864	-30.0211470902	22.72755
97.2598155391	-30.0347767812	17.8117
97.3045581308	-30.0536946924	19.71603
97.1904166935	-30.011195235	20.45623
97.1848382944	-30.1803590112	20.42377
97.230949741	-30.2064126	20.74694
97.3025251467	-30.1693488484	19.25183
97.3208504084	-30.1511057941	18.32322
97.2537354152	-30.1242712857	21.57803
97.3350799882	-30.0357481039	22.06983
97.3451353839	-30.1517104443	22.0439
97.3340851216	-30.0976204216	22.954
97.2675184578	-30.0422359368	21.03034
97.3741021904	-30.1400256483	20.45486
97.4463162788	-30.1881413417	19.54331
97.4318062858	-30.2374165386	19.56997
97.4560975413	-30.2012297331	19.05328
97.4704528613	-30.2492880271	18.97624
97.40741988	-30.0859535634	17.54122
97.4503276581	-30.1878321733	21.15145
97.5363551208	-30.0976150778	20.7326
97.4551950021	-30.1984132355	21.52944
97.4678693184	-30.209181265	21.93754
97.4924341606	-30.1430473056	22.06869
97.5721996602	-30.1167899345	22.9172
97.5654776167	-30.1703181275	18.7836
97.4146321535	-30.2469306695	21.87146
97.4830651759	-30.0965088554	21.48304
97.5213084892	-30.211656561	18.8106
97.5425607723	-30.1672637332	22.48011
97.5335269372	-30.2785474707	21.02933
97.5564699555	-30.0579498844	21.40494
97.6165701401	-30.2731611343	21.0381
97.6568091411	-30.1865720684	20.90203
97.6371931317	-30.2237240881	22.6241
97.606362241	-30.2508105376	19.32514
97.6454549474	-30.18361796	18.04031
97.6291710569	-30.233223617	18.81979
97.6651625456	-30.1425903811	19.39516
97.6929453051	-30.1470641402	22.88937
97.6759732139	-30.3067087177	19.70041
97.7341601562	-30.1997564939	19.34766
97.6483199537	-30.2772491983	19.15909
97.7613930383	-30.3256540354	17.88739
97.7481037006	-30.2378133869	20.05798
97.7957023854	-30.3296823227	22.48501
97.8565476007	-30.2152800133	22.7073
97.7313294518	-30.1295521902	16.06284
97.7450240219	-30.008342599	22.3891
97.6847377848	-30.0951295311	21.39793
97.6922274406	-30.0681204374	21.60027
97.7786739615	-30.1406726646	19.50869
97.7185795443	-30.004428222	22.82472
97.7991546028	-30.079403061	21.23508
97.9161080701	-30.0336039789	21.74165
97.8545675911	-30.0857875803	22.5892
97.9161147917	-30.0875205177	20.36836
97.908308627	-30.3635675788	19.23395
97.9333626212	-30.3639720479	20.05388
97.9938594617	-30.357600225	22.86709
97.9943084888	-30.359977095	22.55647
97.8981524441	-30.370830871	21.70533
97.9805403869	-30.3537229811	20.36167
98.0043434931	-30.3110194107	20.07366
98.0401315244	-30.2225127286	22.83627
97.990178347	-30.3271655162	21.75893
97.8612194421	-30.2858067749	22.58406
98.0247663584	-30.3684164414	20.82335
98.105814216	-30.2635280576	19.85077
98.0003327608	-30.3721576727	22.61605
98.0935219678	-30.2489356367	21.90407
98.0919333693	-30.2819820822	22.552
98.1945532774	-30.0086400397	20.36541
98.1815738401	-30.0210524238	22.34546
97.9781756279	-30.1118806601	22.50121
97.9434251332	-30.1835833383	21.03946
97.9889935131	-30.15414667	18.57171
98.017154638	-30.0543689678	20.24352
97.9261860437	-30.1289578752	21.16901
98.0543604171	-30.0774391846	18.28562
98.1142424481	-30.0983738728	20.83217
98.1125563415	-30.2241591628	20.56817
98.1157421856	-30.2223272016	19.92423
98.1594716053	-30.1155987037	20.19336
98.0273916998	-30.2051698582	21.74098
98.0730514401	-30.0670177504	16.46914
97.9971392552	-30.1574854193	21.78958
98.057308765	-30.0363328773	19.61961
98.1052045632	-30.1129652958	22.48958
98.0922986277	-30.2156041673	21.76089
98.0967543513	-30.1103364528	20.92005
98.3020656979	-30.2681382372	21.71414
98.32703057	-30.2011315794	18.68389
98.3587169502	-30.205145409	19.84015
98.0991499634	-30.3828901419	19.4319
98.0998842569	-30.4174267339	20.91304
98.1425955376	-30.3445600405	21.5267
98.1899896601	-30.2558789054	19.441
98.1414974282	-30.2424347473	21.87356
98.1294158993	-30.4312861243	21.15669
98.2721393194	-30.3920469656	20.84442
98.2025346472	-30.3006103483	17.19413
98.2570912869	-30.4551209101	17.83724
98.2589620267	-30.4807720122	19.38758
98.291505651	-30.4251245072	18.58778
98.3346494452	-30.3182457527	19.03267
98.2326700448	-30.2922104717	22.22207
98.3274928947	-30.3332395435	22.05781
98.3355869436	-30.322746022	22.02078
98.2414842376	-30.0334714211	20.89147
98.273043293	-30.0390628791	20.04663
98.3905614468	-30.0766956032	17.21159
98.3770946123	-30.0496628779	19.72688
98.4560299333	-30.0209653179	18.29919
98.3133149195	-30.0397352405	17.46677
98.3244677313	-30.0524087929	19.76339
98.3363998238	-30.0526991483	19.2533
98.4151969269	-30.0506229026	21.30722
98.4282291294	-30.0773900194	22.56275
98.4471171855	-30.0533737606	22.43395
98.3237599757	-30.0332769722	21.02119
98.2438667885	-30.0827351369	22.67967
98.224577542	-30.1925898607	22.63687
98.2580688055	-30.1019755198	21.65304
98.3415614838	-30.0777245483	17.03995
98.3486503984	-30.1160261111	19.5588
98.1871094811	-30.1988963594	22.48722
98.2444618853	-30.1912464733	21.93366
98.4164934142	-30.1325930815	21.03487
98.3719261183	-30.2547327114	18.63627
98.3884539272	-30.282588435	17.84143
98.4059374615	-30.1742384431	22.51623
98.4411249576	-30.2523101232	18.63361
98.496575947	-30.3190296711	22.93213
98.4756329285	-30.2226344527	16.62062
98.5070571644	-30.1946774642	16.43015
98.4907549189	-30.2113103643	19.20583
98.5727076087	-30.1876586313	19.58115
98.5191547697	-30.1706800092	17.86752
98.5339997883	-30.2009021478	19.02019
98.5149674795	-30.2478901859	20.10703
98.5846403548	-30.3339227368	19.99257
98.5836675919	-30.2691741124	20.66969
98.5722109759	-30.2583016016	16.42463
98.5730081724	-30.251329231	16.58676
98.5586394309	-30.264873095	22.8001
98.5972466986	-30.1141168384	22.72283
98.5579912202	-30.1626216464	21.2564
98.641489525	-30.1832227665	18.08317
98.2930333396	-30.4654970079	20.75849
98.3266311554	-30.4067873925	22.43134
98.364340948	-30.4442417552	22.807
98.4319997349	-30.5051400942	22.58928
98.4371580756	-30.4440266114	20.85138
98.4819542739	-30.5043031393	21.58375
98.3906830728	-30.4035483634	20.43514
98.3782785869	-30.4966529716	20.0275
98.4005332613	-30.4381724722	21.17481
98.6766274929	-30.1134855349	17.02664
98.6623639861	-30.0343066319	18.00967
98.5443004389	-30.3811409959	22.94692
98.6925906765	-30.048261322	20.22684
98.6767934035	-30.0352112061	21.14514
98.7059916646	-30.0027102753	21.64933
98.460859302	-30.1068741856	20.02567
98.6199173293	-30.3238694156	20.77952
98.6847692549	-30.2697774595	22.02219
98.7325751295	-30.2367447054	20.42289
98.7198320033	-30.238428303	19.04492
98.7326918065	-30.264723941	21.52131
98.7844775642	-30.2732597175	21.44822
98.6820920985	-30.2107717474	20.05346
98.6069400723	-30.5352312286	20.05803
98.600853384	-30.3933643953	19.09219
98.6783001654	-30.3963833752	20.06533
98.6453211473	-30.5219349375	19.74101
98.6196163954	-30.393801801	21.74893
