#ra,dec,dered_g,dered_r,dered_u,flags
205.13963336,27.88159752,23.502041,22.67486,24.904722,281543964623104
205.13824079,27.94988254,22.216534,21.629942,23.195137,268435712
205.1299172,28.00309443,22.994539,22.435854,24.473951,281543964623104
205.13181901,28.02032682,21.10775,20.789364,22.018955,35253360660496
205.13105041,27.86534544,20.176224,19.862568,20.613817,68988047360
205.13755655,27.94273614,17.601366,17.098492,18.792402,69055152712
205.12423181,28.00985192,17.219599,16.821121,18.443514,158398662443520
204.87610786,28.04428306,23.452066,22.588741,25.3589,281543964623104
204.85685073,27.9963021,23.573795,22.67597,25.141926,281543964623104
204.84721078,27.98456499,22.960716,22.579725,23.687927,440038995394816
204.84742287,28.02329172,19.358356,19.021885,20.365019,68988047872
204.74503746,27.95324454,19.975422,19.64835,23.229412,68987912448
205.12181526,27.60442497,22.924219,22.351774,23.496952,68987912448
205.39079868,28.34654707,21.739897,21.220379,23.002398,68987912448
205.39279249,28.35479099,21.960815,21.941492,23.581636,439873640202240
205.38149097,28.29773588,22.601381,21.876715,25.77647,68988043520
205.37495603,28.27324164,21.448429,20.956223,23.192101,79792439368
205.37747993,28.2697679,23.120764,23.076164,24.323454,281543964623104
205.38562259,28.29557337,22.697159,22.032515,23.13229,68987912448
205.37924915,28.24928786,23.123074,23.096594,25.337711,281543964623616
205.3765199,28.22829128,22.23596,21.689238,24.06204,105622104313872
205.37886621,28.22527292,22.70644,21.954664,24.715248,35253393690896
205.38610136,28.27552769,22.218277,21.61969,23.296904,68987912448
205.38121555,28.24785217,20.906742,20.594761,22.111538,69055021128
205.39595866,28.32212821,22.226969,21.653378,23.065939,96972308808
205.38393877,28.25270183,22.713682,22.392132,25.839077,281543964623104
205.37819766,28.22071039,21.236612,20.713444,23.023161,439873639154432
205.39468173,28.30150751,22.781488,21.927523,23.661688,68987912448
205.37840039,28.21809857,21.47941,21.247578,22.423786,68987912704
205.38714538,28.26154307,22.821711,22.113161,25.1092,68987912448
205.39407654,28.28442603,22.186678,21.590143,23.603106,439873639153664
205.38297245,28.22653165,21.234623,20.839573,23.11055,105622104314128
205.3878936,28.24868649,22.09314,21.313629,23.422852,68987912448
205.38932803,28.26061246,21.180386,20.793327,22.332134,105622104309776
205.39050561,28.26032601,21.6269,21.214603,23.25691,35253360132624
205.38229379,28.20845752,22.114546,21.692915,24.060389,68987912448
205.39600885,28.27701801,22.975485,22.057526,24.02976,68987912960
205.39485509,28.26389396,22.987408,22.238358,26.277052,68988043520
205.38871414,28.22674642,22.066805,21.253531,22.980528,105622104178960
205.3939494,28.24863053,23.271996,22.350407,24.638355,68987912960
205.39155283,28.34452523,23.605062,22.8302,25.062719,281543964753920
205.38393434,28.30188609,23.493965,22.690077,25.127045,281543964623104
205.12927057,28.01431582,24.163017,24.078426,24.7101,387097114579288
205.37899298,28.41485871,21.398998,21.031572,23.175356,68987912448
205.37711429,28.34522534,20.999592,20.577139,22.416519,105622104310544
205.3790067,28.34628981,21.688339,21.073273,24.925219,105622104310032
205.9900721,27.76326117,17.679354,17.140377,19.160625,68987912704
205.39961809,28.31281765,22.056599,21.454954,23.321873,68987912704
205.73181718,28.20400615,19.061605,18.827581,20.034039,35253360136208
205.74144872,28.244259,18.972969,18.766424,19.895756,68987912704
205.74385791,27.7267183,21.499813,21.167171,22.253996,217164414976
205.41053257,28.35799185,22.925144,22.673843,24.801176,68988961024
205.40353972,28.3183616,21.811123,21.212416,22.579796,105624251662936
205.74521566,28.19768894,20.745209,20.371847,21.639093,35253360136208
205.74661642,27.92748271,20.57703,20.274244,21.610649,35253360132112
205.39887998,27.85960018,21.659557,21.026865,23.35157,68987912192
205.4020854,27.98421641,20.708473,20.383455,21.401787,68987912704
205.74662941,28.20362437,18.759434,18.474764,19.694046,68987912704
205.39823638,28.27883443,21.7271,21.092657,22.492579,422281453109760
205.15331071,27.87176413,12.788091,11.951647,15.357292,483856285569040
205.15139199,27.88649695,15.944029,15.244616,17.719482,35255507615760
205.74669094,28.19901339,19.827099,19.538429,20.801073,35253360136208
205.14901965,27.88493372,24.244986,23.396343,25.219164,105622137864976
205.40456759,28.33359543,20.750187,20.354189,21.811691,35253361704980
205.41255088,28.35463308,21.351288,21.076317,22.150812,35253361709076
205.41146082,28.35035288,22.171164,21.446466,22.577564,35253361709332
205.40594441,28.33545534,22.552975,22.064222,23.476007,72163216143810580
205.40719084,28.33311505,21.182652,20.682871,22.140524,35253361705492
205.40929888,28.33292698,21.564821,20.960896,22.875019,105622105882900
205.40644414,28.33651053,21.716225,21.111519,22.793152,105622105882644
204.74272793,27.98068869,23.378725,22.846918,23.795601,422281453109504
205.4125339,28.34043753,22.181166,21.55002,23.378504,35253361705492
